f694d119-bf58-4449-a811-cb7a2165d8c0,2c527579-8b48-49b4-8383-8c084c046c62,e0215e64-2787-40c4-a8bc-8c26118bae76,fef6e287-8f0d-455b-ba19-7c48c2c583d2,599b0d4c-62d4-48cd-a93c-1dd1fe85abfa,456dadea-0262-488f-8af9-63ca86c8a9f7,49e91d8f-37a3-4b7b-8062-d3ca8f561d01,8b948ed4-41e9-4441-9609-adaf4d3a102e,48bd0e00-be54-47a2-9aed-73c0c863fd39,6f54f9c0-5687-4a07-bf75-b506752b4a52,47761280-913e-4826-b400-f04f85b17476,b1cbc674-f3c1-453d-9cd1-8f4db32286ae
0,0,1,0,0,0,0,0,1,1,1,0
14,80,127,50,17,9,3,52,37,5,86,15
18,24,50,12,3,3,68,24,11,3,18,8
294,661,2451,884,196,630,349,989,508,193,630,5183
4871,5016,1746,8036,1420,884,584,4324,3922,2355,7709,14576
1753,1711,2076,2100,1294,2330,1146,2077,1974,2838,2632,1305
167,64,1,51,93,180,51,22,40,148,12,69
2,3,0,0,2,1,0,0,0,2,0,2
0,0,0,0,1,3,0,0,0,0,0,1
240,42,0,58,424,1446,21,48,26,1470,145,49
2,1,0,0,1,3,0,0,0,5,0,2
3,0,0,0,4,28,0,1,0,24,3,0
0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
27,8,0,10,5,0,0,3,6,0,0,10
5,4,6,2,0,0,0,5,7,4,3,7
6,5,1,7,14,14,0,5,1,31,4,28
1,0,0,0,0,0,0,0,0,0,0,1
13,40,10,19,10,4,19,49,27,4,6,17
1,5,0,2,0,1,0,0,4,1,1,19
3,9,1,3,2,1,0,5,7,1,3,5
0,0,0,0,0,1,0,0,1,0,0,0
7,12,0,5,17,0,0,6,1,1,2,6
5,5,0,12,14,0,0,9,2,3,8,12
18,16,1,7,18,1,0,6,2,2,2,4
7,20,1,11,10,0,0,14,3,1,6,18
6,4,0,5,5,0,0,0,5,0,0,13
2,2,0,2,5,0,0,0,2,0,1,2
130,92,13,52,41,7,33,41,30,16,29,65
1,0,0,0,3,0,0,1,0,0,0,0
362,263,30,124,1117,47,98,690,179,93,211,2498
13,4,3,0,8,12,16,6,3,12,8,0
5,2,6,10,0,3,7,0,1,2,27,1
2382,6290,3267,5845,2363,3508,1897,3660,5391,3201,5896,4078
3,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
58,4,0,0,0,5,0,8,4,0,3,13
1,0,2,0,0,1,0,0,1,0,1,1
20,42,30,41,10,46,44,28,35,14,58,8
1,5,3,7,1,2,0,13,9,0,3,10
1,7,2,7,2,2,0,13,10,0,3,9
866,634,1027,450,383,708,797,663,449,557,596,335
2,7,2,8,4,4,0,4,6,2,8,5
3652,6314,4501,5428,2726,3059,2426,5748,5199,3701,5866,3387
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0
217,243,212,249,140,261,120,234,394,88,413,140
6,5,0,9,2,7,0,6,10,0,12,5
14,21,22,52,5,38,2,29,68,8,94,25
349,325,429,775,157,984,222,636,1091,310,1592,553
233,315,352,375,91,741,115,327,397,108,797,244
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
44,27,15,53,25,36,125,33,33,29,69,68
3383,5381,3496,4686,1928,3261,2298,4051,4789,1338,4757,2896
0,0,1,1,0,2,0,1,0,0,3,0
1,0,0,2,0,0,0,0,0,1,0,0
5,6,2,8,1,3,0,1,2,1,5,0
1930,1289,1234,1294,849,1241,1656,992,1189,1414,1547,759
0,0,0,0,0,0,0,0,0,1,0,0
18,37,2,21,7,1,0,9,24,5,8,17
0,0,0,0,0,0,0,1,0,1,0,0
292,457,216,347,245,138,163,519,337,713,464,124
0,0,1,0,0,0,0,2,0,1,2,0
0,5,0,2,1,0,0,4,4,0,0,0
2844,8870,2476,5433,4106,1453,1589,17921,9524,1332,7996,214
11,20,7,10,4,0,2,23,6,5,7,0
5,6,1,17,3,13,2,9,4,16,6,3
1369,8731,1643,7547,1643,2679,1342,6028,3601,1588,7621,2174
0,0,0,0,0,0,0,0,0,0,0,0
130,243,230,301,114,220,27,205,246,133,256,172
0,0,0,0,0,0,4,0,0,0,0,0
8,11,3,15,2,13,2,4,2,6,7,12
1213,1203,1025,1382,585,768,1093,1339,836,650,990,991
33,45,44,33,19,54,10,32,41,17,40,36
7887,6914,7888,6865,5850,6264,3557,6104,5539,9193,7123,4435
7568,6583,8206,6113,5723,6230,3313,5263,5245,9750,6886,3891
2809,2380,3260,2069,2077,2761,2755,2547,1931,3278,2698,1460
0,0,0,0,0,0,0,0,0,0,0,0
9,3,0,0,2,0,0,8,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,2
0,0,1,0,0,0,0,0,1,0,1,0
1,14,9,3,0,0,0,15,2,4,4,3
11,73,23,24,23,10,1,80,27,5,29,39
1756,2204,1481,1668,939,800,905,1948,1356,848,902,1331
2928,3072,3184,3090,2001,2019,1911,2157,2797,2482,2170,1476
3,1,1,0,1,1,2,0,1,1,1,0
7584,3320,4020,4782,3894,4572,7420,4209,3862,6272,446,2725
3588,2100,3697,2230,2815,2800,3168,2257,2241,8768,5012,1611
3511,2161,3704,2292,2675,2745,3107,2227,2231,8235,4987,1699
33,26,15,20,14,28,13,9,19,15,38,6
2101,2558,2135,2929,1568,2416,2544,2361,2535,3308,3321,2700
1631,1539,2363,2285,748,1506,1304,1673,1291,2537,2607,2907
44,67,38,134,37,156,78,82,147,64,142,156
246,129,239,382,114,467,572,244,446,253,381,301
17,30,9,56,21,39,46,31,49,20,82,27
25,50,12,54,23,37,24,40,47,15,89,36
545,540,666,731,291,643,503,508,585,740,899,1179
603,552,292,319,308,690,619,237,395,896,540,249
1026,937,1111,1407,504,1430,1267,911,1199,1223,1854,1713
675,329,588,515,362,482,535,1113,617,480,577,1244
551,371,900,327,441,188,549,336,318,298,500,498
1,1,0,1,2,1,0,1,2,3,5,1
128,106,375,210,29,48,183,105,129,63,117,161
122,85,261,201,28,45,198,93,114,39,94,121
6596,5689,5674,6451,6120,5874,7063,7855,5935,12899,12736,6190
11,11,3,9,9,10,15,5,11,12,9,5
1339,1184,800,1308,790,1350,1380,890,1254,1603,1655,740
5,25,4,10,5,5,2,21,30,4,20,9
32147,56918,13580,35980,48746,10746,18629,103651,67602,64940,86484,19874
8448,3978,8570,7695,4119,4075,2714,5367,5064,14787,9935,2688
0,0,0,0,0,0,0,0,0,0,0,0
0,19,0,2,23,0,17,6,23,1,1,0
27,5,1,6,5,4,0,1,5,9,4,9
4735,6913,6105,6730,5006,6583,3575,7646,6829,9759,9924,4630
1546,69,790,80,102,388,340,1694,42,1189,45,9
7,10,4,23,2,26,0,12,12,1,34,2
2123,3477,2924,2627,3517,4857,4453,2966,2814,7886,7049,2213
4557,6978,5428,8398,5179,6037,4401,6359,7513,6733,8099,6757
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0
242,132,46,35,10,273,3,215,16,273,53,53
6717,4116,6024,4519,3573,6777,3809,4151,3911,8160,5766,2069
10943,7463,10192,5544,4727,12283,5962,5060,6384,8824,9629,3521
0,0,0,0,0,0,0,0,0,0,0,0
5350,5985,5004,8285,5716,5682,3310,7317,8241,6517,14656,12024
5512,4876,5751,11197,4028,9916,6974,5941,5013,5207,11549,3788
0,0,0,0,0,0,6,0,0,0,0,0
28931,18742,28267,21013,19310,25970,25870,19193,18804,44159,38522,7125
8278,13144,10077,16724,6197,9349,4047,8958,8781,12078,15954,6075
5,0,0,3,0,0,3,0,0,2,4,3
9,40,9,62,10,6,5,21,33,3,30,15
4333,8933,6169,12244,3123,4976,2653,6192,7436,3829,7736,4130
26,20,17,46,24,35,70,73,102,32,77,30
1,2,0,0,0,0,0,0,1,1,0,0
60,34,7,25,18,5,27,31,11,7,6,6
359,375,51,322,220,65,254,298,198,600,151,180
1,6,1,12,1,10,1,3,7,3,7,2
1304,1023,1177,726,903,1133,808,460,628,2276,745,281
2526,2143,2063,2753,2138,2088,3117,2759,2703,5252,2843,3246
175,105,923,304,152,56,232,241,159,65,647,726
3,6,3,5,3,7,0,4,7,3,4,1
5,8,3,7,1,8,0,5,10,10,7,3
3,1,1,1,0,1,0,0,2,1,3,2
4043,3336,3110,3930,2553,4122,2635,2401,3171,7201,6600,1578
2607,769,363,777,1256,581,14046,738,1375,9867,425,2331
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0
5,6,2,1,0,0,39,0,1,28,1,0
4431,5406,3024,10508,363,6560,3102,267,1063,10687,1897,590
488,1029,312,553,128,630,322,339,537,454,455,363
0,0,0,0,0,0,0,0,0,0,0,0
810,452,656,434,162,527,679,114,435,121,512,266
1,3,0,6,10,2,0,1,3,1,6,5
0,1,0,0,0,0,1,0,0,0,1,1
0,0,0,1,2,1,0,0,0,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,4,2,0,0,0,0
2,15,4,0,0,4,0,6,0,1,4,0
6318,10136,2623,4065,5613,1830,1723,9311,8136,1701,8165,13266
3,1,0,0,0,0,0,9,7,1,1,0
0,0,0,0,0,2,0,0,4,0,0,2
7,18,9,16,11,16,7,16,27,5,24,13
2,6,1,2,1,2,0,7,7,1,3,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2,0,7,1,0,0,0,0,1,2,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0
3578,13512,4847,7405,4742,7571,1079,9956,10953,1928,15910,17168
0,0,0,0,0,0,0,0,1,1,0,0
1,0,0,2,0,1,0,3,1,1,0,0
0,1,2,13,1,1,0,2,0,1,4,2
1,0,0,0,0,1,0,0,1,0,0,5
101,48,65,73,29,181,132,100,146,66,66,204
89,106,114,129,24,126,7,128,83,23,150,80
784,748,925,885,375,909,519,1110,973,634,1125,697
1,0,1,1,0,0,0,1,0,2,1,0
15,19,19,3,0,4,9,6,0,0,0,1
395,386,196,350,245,397,460,672,492,692,421,730
8,2,1,5,0,1,0,12,19,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,2
0,3,1,3,2,2,0,4,7,0,3,41
4,35,12,21,10,5,0,18,12,2,14,12
0,26,2,4,7,5,0,18,20,2,8,113
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
9,9,0,0,0,0,0,2,2,3,1,20
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
795,1096,176,497,389,81,293,797,440,149,182,536
1,1,3,2,0,1,0,1,0,0,2,0
660,1359,1141,2796,549,786,441,844,1556,736,1777,430
0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,0,3,6,0,2,1,12,1,4
809,3364,2049,5441,1749,1997,1759,2438,3106,2152,8479,3123
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
17,37,54,42,40,9,12,178,143,62,375,7
0,0,0,0,0,0,0,0,0,1,1,0
446,1193,1176,1413,1096,111,439,4936,3651,1378,11665,140
0,0,0,1,0,3,0,0,3,1,3,1
18,2,17,5,5,4,29,8,10,4,5,2
6,3,8,3,1,4,24,1,5,6,1,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,1,0,1,1,1,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0
68,266,36,354,40,247,13,103,151,20,510,131
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,1,0,0,3,0,2,0,0,0
41,109,19,107,17,143,71,40,44,15,124,35
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0
18,21,8,42,6,36,4,20,56,41,213,7
4960,637,2,28164,7213,0,4882,2,32,402,585,237
281,29,0,1757,335,0,502,0,2,14,30,21
1,0,0,15,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,2,6,2,1,1,4,3
3582,2279,7702,2341,1805,3561,3042,3383,2579,8483,3397,1161
0,0,0,0,0,0,1,0,0,0,0,0
11,71,13,58,22,31,0,50,41,1,37,49
0,8,0,5,17,4,0,12,30,0,10,250
181,968,71,231,698,206,81,1965,1937,115,614,15013
0,0,0,0,0,2,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1088,1186,1777,944,805,1720,1220,1584,1480,1236,1706,1117
4070,4986,5519,4201,2843,2319,3880,5004,4774,6668,5480,3132
0,0,0,0,0,0,0,0,0,1,1,0
2,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,2,1
2,7,1,5,4,10,0,5,9,4,22,7
0,1,1,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
516,1345,575,664,574,602,464,1517,730,520,1281,1160
0,0,0,0,1,0,0,0,0,0,0,0
80,156,88,38,107,201,27,96,93,113,137,33
2,2,0,2,1,0,0,0,4,0,3,0
13,0,0,0,0,7,5,1,3,5,1,0
31,0,1,0,1,8,11,0,4,1,1,0
183,0,0,0,0,143,201,0,65,140,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,2,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1
1,2,1,1,0,2,0,0,0,0,2,0
136,442,185,714,114,295,105,337,513,143,402,171
1260,993,1033,1179,752,659,731,858,856,1594,1145,398
1923,1803,1597,1565,1050,1225,1519,1183,1146,2379,2036,624
4026,7923,6872,6336,1743,7136,3853,4542,4930,6786,9386,3831
1247,849,612,748,361,662,828,833,636,573,828,521
1,2,0,1,1,0,0,1,0,1,3,1
0,2,0,1,0,0,0,1,2,0,4,1
13737,13994,8855,14559,5891,12843,6422,12447,11403,10941,14707,5052
6029,9242,4865,7512,4204,4254,5163,9210,7828,10079,11904,6604
1715,1619,1446,1051,740,839,2541,1581,1173,3329,1865,1567
14277,8639,10362,6593,9114,13650,8384,9786,8803,29284,12317,4855
28,74,215,0,34,228,62,246,40,2521,2,0
41,16,34,83,35,17,156,33,24,110,28,20
5,101,9,3,90,37,20,104,31,30,7,4
0,0,0,0,0,1,0,1,0,0,1,0
537,531,1458,451,317,294,127,412,534,206,380,420
39,109,39,92,36,53,1,92,96,14,86,62
0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2,0,0,0
0,3,0,4,0,3,0,0,4,0,6,1
0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,2,4,6,0,1,4,1,5,2
0,0,0,0,0,0,0,0,0,0,0,0
2,0,146,0,0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0
196,559,84,200,79,198,32,301,149,88,144,174
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
13,6,3,9,31,25,8,11,24,12,30,8
0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,0,3,0,1,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,9,1,2,2,2,5,0
0,0,0,5,0,4,1,3,10,0,7,6
9,14,18,10,1,14,10,8,10,1,25,12
0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1,0,0,0,1,0,16
0,0,0,0,0,0,0,0,0,0,0,0
44,41,15,72,36,96,4,109,118,87,149,25
0,0,1,0,0,0,0,0,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,5,0
8,52,14,44,15,45,21,49,188,15,90,70
0,0,40,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0
4,5,25,2,1,3,0,0,11,7,1,98
0,0,3,0,0,0,0,0,0,0,0,0
0,2,0,1,3,1,0,0,0,1,1,1
5,0,2,0,0,0,0,0,1,16,13,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,3,9,0,2,0,0
0,0,0,0,0,0,0,4,0,2,0,0
0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,1,9,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,3,2,2,0,1,3,1,1,22
21,12,5,29,17,88,26,40,44,22,61,10
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
2,9,1,2,1,5,0,0,4,0,7,6
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,2,4,0,1,0,2,1
0,0,0,0,0,0,0,0,1,0,1,0
95,512,62,465,114,123,9,278,494,34,624,575
5,54,3,51,12,11,0,30,57,4,80,62
18,79,15,55,45,142,0,48,78,15,108,55
0,5,0,0,0,0,0,0,0,1,1,2
2,27,4,0,4,0,0,4,12,0,0,8
0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,3,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0
3,123,25,6,17,3,0,7,52,6,17,74
1,4,21,0,8,0,0,0,0,3,1,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
1,5,5,4,2,6,11,3,3,15,21,4
0,0,1,0,0,0,0,0,0,1,0,1
0,0,2,0,0,0,0,0,0,0,0,1
0,1,3,0,0,1,1,0,0,1,0,0
0,0,2,0,0,0,0,0,0,0,0,0
2,0,0,1,0,1,0,2,0,0,3,0
0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,0,4,2
798,1485,640,2525,279,2595,597,595,1469,338,2614,468
97,101,79,102,29,375,52,15,96,62,70,8
0,0,0,0,0,0,0,0,1,0,0,0
56,165,24,73,48,80,16,115,73,41,56,47
1,0,0,0,0,1,0,1,0,0,0,0
7,16,8,12,0,14,3,1,1,1,8,1
31,51,20,81,6,121,6,23,39,6,51,41
1,1,0,2,1,2,0,0,1,0,3,0
1039,2018,1758,2989,348,3741,756,990,1600,500,3106,652
1,1,24,16,12,70,0,3,5,1,16,0
1,1,34,22,11,119,0,6,39,0,57,1
12,6,46,6,8,12,8,4,11,14,19,7
0,1,2,1,0,2,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,2,1
43,47,32,90,22,126,39,36,48,42,213,6
1192,1987,1584,7189,412,3674,1499,1468,2702,377,6475,385
29,83,29,74,26,23,31,125,43,15,74,42
0,0,0,1,0,0,0,0,0,0,0,0
882,1058,1095,1924,340,1331,933,1437,1047,493,2065,360
14,93,8,156,15,62,8,59,106,1,170,31
17,15,11,17,0,3,5,11,9,3,9,4
59,31,26,38,1,7,12,14,15,16,9,11
24,15,37,84,4,26,142,50,60,4,31,25
644,768,776,1634,137,752,684,462,572,190,714,229
5,6,4,16,2,11,0,3,6,0,10,3
11,3,3,12,0,6,11,4,8,6,6,9
1513,2086,1364,2013,569,2754,956,1446,2979,364,2911,3852
517,1194,573,1353,741,853,317,1301,1864,119,1644,3143
0,0,0,0,0,0,0,0,0,0,0,0
4,13,2,4,2,17,4,9,7,3,5,16
0,1,0,2,0,0,5,2,1,0,0,1
5,7,1,1,0,2,0,1,1,0,5,1
418,452,359,426,135,655,597,356,355,225,412,309
1,0,1,4,2,1,0,1,2,0,4,11
7,17,5,11,4,6,11,8,13,2,13,38
90,121,78,104,35,108,187,393,96,49,138,45
0,0,0,6,0,0,0,3,0,0,3,0
0,0,0,1,3,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,8,0,6,0,0,6,0,0,0
0,2,1,2,0,3,0,2,2,1,0,0
6,0,1,8,3,6,0,0,3,0,2,0
4223,2466,3252,5649,450,24815,950,2223,5562,1682,4762,284
0,0,0,0,0,0,0,0,0,0,0,0
37,2,3,26,1,118,2,1,70,6,3,1
9,1,4,5,1,46,0,3,15,5,1,7
0,0,0,0,0,1,0,0,0,0,2,0
84,238,86,222,58,127,17,838,134,24,236,99
3,6,1,5,0,2,5,2,3,0,3,4
1,1,0,2,1,0,0,2,2,1,2,0
219,381,136,267,86,397,155,219,287,102,232,107
0,1,1,4,5,2,0,1,0,0,1,0
92,54,35,62,25,238,57,32,81,40,48,27
2,10,2,9,1,4,0,1,10,0,8,7
0,0,0,0,0,0,0,0,0,0,0,0
7,5,6,3,0,6,0,1,6,0,4,3
0,1,0,1,0,0,0,0,0,0,0,0
3915,8809,4603,7652,1640,3704,2085,6641,6728,1991,7425,28614
7992,6067,3103,7026,1560,5887,5689,13539,6854,4898,7262,3591
0,1,0,1,0,0,0,2,2,0,3,7
5,5,9,4,0,0,4,2,3,0,3,1
2,1,0,2,0,4,0,0,1,0,3,0
852,1309,900,1414,769,1067,1582,1644,2012,3253,2684,1040
680,1056,677,1109,498,716,921,1101,1404,1710,1765,674
4297,4489,4241,4055,1554,2593,2637,3860,4186,1843,4638,1907
2,3,0,2,0,1,1,0,1,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0
13,26,13,20,2,18,0,8,23,1,17,19
